"Timestep"	"N"	"DBH"	"H"	"BA"
142	7204.813864216	0.00106849152179067	0.00121041107424979	61.7831315418245
143	7220.828985325	0.00106949071861115	0.00120997568876271	61.9773632141111
144	7237.116316795	0.00107047095971639	0.0012095000981867	62.1750540123736
145	7253.684667017	0.00107143028234652	0.00120898387620369	62.3761932004716
146	7270.541899752	0.00107164505757072	0.00120842357516216	62.5805031103083
147	7287.694435952	0.00107110469918193	0.00120781793421487	62.7877350633198
148	7305.15074945	0.00107053981205446	0.00120716277662811	62.9981166853111
149	7322.9165564446	0.00106994854619319	0.00120645926817812	63.2111897992003
150	7340.9976162511	0.00106932790908597	0.00120570349329499	63.4269022628965
151	7359.4013153692	0.00106867601347685	0.00120489520474062	63.6453012807611
152	7378.1320535499	0.00106799140777554	0.00120403223466349	63.8661468229102
153	7394.7167987502	0.00105951748011694	0.00120293598160649	63.8178816847166
154	7410.9497444934	0.0010521608313138	0.00120212374108205	63.7863984349429
155	7426.8972850843	0.00104579894322728	0.00120155183704077	63.7699360342183
156	7442.62278988	0.00104032580356339	0.00120118388442171	63.7680965584497
157	7458.1826506654	0.00103564923114317	0.00119976114029538	63.7800717472394
158	7473.6305034642	0.00103168647049431	0.00119844748457116	63.8050900590746
159	7489.0189570207	0.0010283663858456	0.00119750351633615	63.8429427340991
160	7504.396653766	0.00102562523109265	0.00119687390102815	63.8926503945656
161	7519.8068370425	0.00102340549983992	0.00119651246871006	63.9538029451193
162	7535.2887895718	0.00102165745662906	0.00119637905206443	64.0258167947489
163	7550.8838806061	0.00102033560229497	0.00119643761815865	64.1083848038124
164	7566.6218194445	0.00102067592527738	0.0011966587882841	64.2008775811608
165	7582.5407772541	0.00102228020715562	0.00119701462234324	64.3026389787381
166	7598.6713819878	0.00102398676785627	0.00119748084059237	64.4135419563346
167	7615.0351960639	0.00102578533529243	0.00119803851231617	64.5330227837808
168	7631.6641326436	0.00102766429529056	0.00119866603532461	64.6606723364915
169	7648.5836370305	0.00102961323956678	0.00119934751120503	64.7961029725983
170	7665.8097637101	0.00103162410150723	0.00120006908131706	64.9389423754658
171	7683.3685267107	0.0010336870536069	0.0012008166173086	65.0890024415642
172	7701.2764228773	0.00103579480384036	0.00120157893505654	65.2456105158563
173	7719.5489631883	0.00103794035495595	0.00120234465701743	65.4086204757392
174	7738.2057907734	0.00104011553387433	0.00120310449018014	65.5777144844554
175	7757.260463244	0.00104231524773141	0.00120385036640433	65.7528011473888
176	7776.7211710469	0.00104453323301589	0.00120457410823563	65.9332096532068
177	7796.6063949358	0.00104676275233619	0.00120526978369515	66.1188609114668
178	7816.9272196211	0.00104899900145426	0.00120592989640865	66.3097210468205
179	7837.6855147322	0.00105123864303191	0.00120655068085415	66.5051484650119
180	7858.8941090542	0.00105347630014705	0.00120712709334367	66.7051038781947
181	7880.5652183734	0.00105570631509237	0.00120765354138	66.9095516258081
182	7902.70459025922	0.00105792610587186	0.00120812729542082	67.1179085119625
183	7925.30669263024	0.00106013369587031	0.00120854609373869	67.330166892786
184	7948.3916648201	0.00106232352328541	0.00120858380758578	67.5463463821548
185	7971.95004639266	0.00106449444229984	0.00120836269832455	67.7658484405299
186	7996.00133251927	0.00106664080711425	0.00120807323883188	67.988716557085
187	8020.53785493464	0.00106876260504271	0.00120771768244869	68.2147626730452
188	8045.56011701227	0.00107085759275233	0.00120729575233481	68.4438717211951
189	8071.07840202585	0.001072921466683	0.00120680482286124	68.6750191713024
190	8097.0879427761	0.00107495408851105	0.00120624685214693	68.9098416637962
191	8123.59263989668	0.00107695334541868	0.0012056205600786	69.1473335339457
192	8150.58511610599	0.001078919092792	0.00120492775761871	69.3870315455095
193	8178.07808454217	0.00108084619840138	0.00120416610726846	69.6293779327263
194	8206.05938217903	0.00108273740541253	0.00120333855468973	69.8739466593592
195	8234.535648338	0.00108458845520557	0.00120244356585845	70.1204714327434
196	8263.50523472997	0.00108639994859782	0.00120148244809321	70.3690229940919
197	8292.9609704249	0.00108956419850953	0.00120045618490319	70.6195520331869
198	8322.9022829311	0.00109425776123585	0.00119936573506248	70.8721726586631
199	8353.3289847417	0.00109895373981961	0.00119821195930119	71.1261145483592
200	8384.2364391042	0.00110359324502025	0.00119699464153766	71.3819477421173
201	8415.6215599619	0.00110822940771779	0.0011957169484981	71.6394798643639
202	8447.4825301099	0.00111280534429325	0.00119437765009277	71.898246673762
203	8479.8134337823	0.00111737113263638	0.00119297946200719	72.1587942776326
204	8512.6157421312	0.00112187401233819	0.00119152297930577	72.4204625278341
205	8545.8782071802	0.00112636205016641	0.00119000992425237	72.6835433796753
206	8579.5992775523	0.00113050956758901	0.00118844079565374	72.9476609399349
207	8613.7791019514	0.00113495530266314	0.0011868171147732	73.2129958327164
208	8648.4083316401	0.00113935752137377	0.00118514064203636	73.4798102077055
209	8683.4819669366	0.00114371510990628	0.00118341219532861	73.747505534722
210	8718.99550097848	0.00114611339404925	0.00118029138231041	74.0163493670699
211	8754.94792576251	0.00114823277191724	0.00117711975392743	74.2862165669288
212	8791.32969213811	0.00115030718874111	0.00117391648238257	74.5568273369567
213	8828.13759699301	0.00115237296253723	0.00117068250328389	74.828721386336
214	8865.36831451826	0.0011543455907982	0.0011674187922984	75.101291617478
215	8903.01192090529	0.00115629111203234	0.0011641278300518	75.374770800268
216	8941.06615553544	0.00115816882332694	0.00116081027912768	75.6491440946376
217	8979.52335844756	0.00116001920395298	0.0011574684656614	75.9240964244237
218	9018.37931484737	0.00116180294635751	0.00115410291840542	76.199879213742
219	9057.62760214153	0.00116355925206491	0.00115071534859584	76.4764746084239
220	9097.26680264472	0.00116525034004016	0.00114730710329245	76.7537453706711
221	9137.28291858502	0.00116691529137427	0.00114388051929099	77.0315045980362
222	9177.67474374979	0.00116617283286777	0.00114043606421959	77.3100153150451
223	9218.43689933272	0.001159932355229	0.00113697504001801	77.5892714331787
224	9259.56382622402	0.00115372777064996	0.00113409100045762	77.869249328148
225	9301.04995323444	0.00114756635827489	0.00113133513048801	78.1496430880748
226	9342.88264176271	0.00114145609322614	0.00112859040158631	78.4307205561993
227	9385.06547517298	0.0011354020082313	0.0011258550049	78.7124824869659
228	9427.59334605208	0.00112940933489364	0.0011231286863791	78.9945332988666
229	9470.44498648244	0.00112348487397252	0.00112041658935765	79.2773134814768
230	9513.63119863239	0.0011176314710933	0.00111770186089384	79.5607412505967
231	9557.1438083287	0.00111185312045989	0.00111497942059709	79.8444487490048
232	9600.96190683089	0.00110615440876427	0.00111229110029801	80.1288011493356
233	9645.06600034715	0.00110045251390661	0.00110962468747701	80.4058516928519
234	9689.44625408825	0.00109487906753379	0.00110702992915462	80.6838707167538
235	9734.09168231127	0.00108943567378703	0.00110442919519722	80.9623911065925
236	9779.00226967848	0.0010841206493066	0.00110185257834592	81.2414396158712
237	9824.17832485666	0.00107893416710721	0.00109933768901121	81.5217399878958
238	9869.60963316181	0.00107387502800578	0.00109683998273179	81.8025308010791
239	9915.29462370587	0.00106894146981905	0.00109439907483405	82.0838295095147
240	9961.22308853617	0.00106423394307437	0.0010919916573604	82.3659695808073
241	10007.406880058	0.00106278082948724	0.00108961426806027	82.6489566442384
242	10053.8238288709	0.00106135036253648	0.00108726717130285	82.9327669119391
243	10100.476647117	0.00105994133676545	0.00108494055745632	83.2170080981803
244	10147.3599029531	0.00105855367716132	0.00108263621080612	83.5016842343274
245	10194.4712600946	0.0010571858935084	0.00107871421780641	83.7875100881831
246	10241.8067628214	0.00105583816155546	0.00107460314498219	84.0733812596551
247	10289.3591056095	0.00105451001569166	0.00107057325208146	84.3604179645349
248	10337.1270308533	0.00105320032205416	0.00106662952694847	84.6478649320052
249	10385.1016441858	0.00105190937361677	0.00106272098816842	84.9356574578921
250	10433.2815001807	0.00105063646708226	0.00105886204925346	85.2246005478652
251	10481.6572738825	0.00104938142598567	0.0010550977792444	85.5134956711891
252	10530.3633103758	0.00104839606443878	0.00105136376387279	85.8144345577025
253	10579.2839582817	0.00104738129306068	0.00104771806363542	86.1151776744891
254	10628.4552174316	0.0010464923726149	0.00104413635039347	86.4274612147196
255	10677.8658106117	0.00104553213475892	0.00104061561395359	86.7399148138302
256	10727.5192034522	0.00104449640450525	0.00103711676015172	87.0524878955925
257	10777.4002091581	0.00104339278568058	0.00103364546915407	87.3656013693135
258	10827.5056582623	0.00104222363972421	0.00103025247619834	87.6792729206085
259	10877.8352041694	0.00104098272744823	0.00102688091910347	87.9930601321212
260	10928.378469268	0.00103967977741182	0.00102358544312101	88.3069514585865
261	10979.1329972949	0.00103830824074853	0.00102034679262638	88.621389093749
262	11030.0911872742	0.00103687854760238	0.00101715068554298	88.9363667368179
263	11081.2462039829	0.00103538234740299	0.00101397287506422	89.2514272283493
264	11132.5913332381	0.00103383259778855	0.00101080694424226	89.5665473548273
265	11184.1194546743	0.00103223180746733	0.00100771259630309	89.8826689750907
266	11235.8345812885	0.00103056754495269	0.00100462409445086	90.1983882665847
267	11287.724925537	0.00102885643774601	0.00100160470160698	90.5146371498513
268	11339.7894139001	0.0010270836199894	0.00099858689221557	90.8314041331684
269	11391.9609861716	0.00102501619868654	0.000995641535623434	91.1290288924998
270	11444.2374610999	0.00102297090059008	0.000992752115486457	91.4268606931881
271	11496.6137718429	0.00102096649220405	0.000989889163250833	91.7253859969248
272	11549.0934948132	0.00101897939005507	0.000987045502679334	92.0241082732508
273	11601.6605813756	0.00101703209268178	0.000984200210324866	92.323500100017
274	11654.3111617638	0.00101512380110287	0.000981424491068534	92.6230955334575
275	11707.0450553266	0.00101325327883	0.000978640573114816	92.923371811292
276	11759.8587650918	0.0010114199740832	0.000975923994237703	93.2238409437465
277	11812.7514739108	0.00100959890990367	0.000973257237052206	93.5249882263523
278	11865.7220218888	0.00100781159686247	0.000970598223046181	93.8263028632614
279	11918.7529778335	0.00100606014175369	0.000967956157828553	94.1277743880825
280	11971.8491226138	0.00100434326223681	0.000965296311980854	94.4299188803917
281	12025.0165714632	0.00100263278803275	0.000962698806038592	94.7322189251939
282	12078.2374274873	0.0010009560167731	0.000960078951255089	95.0351536774802
283	12131.5258070733	0.000999280187427957	0.000957519945251442	95.3382406729076
284	12184.8657445242	0.000997636924340463	0.000955006328377902	95.6414444209605
285	12238.2609890499	0.000995993011016099	0.000952484519518204	95.9453132402703
286	12291.6975591575	0.000994381818517474	0.000949975954239008	96.249271703522
287	12345.1880821269	0.000992762717661646	0.000947433819976746	96.5538743430248
288	12398.7219161813	0.000991174850514489	0.000944950404045731	96.8585711955749
289	12452.2786755259	0.000989619613136283	0.000942430419824377	97.1633506123739
290	12505.8858609473	0.000988054559681217	0.000939967066821376	97.4687809550087
291	12559.5140409701	0.000986520382221838	0.000937545936840127	97.7742577418464
292	12613.1846261801	0.000984969898159206	0.000935100492356513	98.079823393378
293	12666.8774857427	0.000983449413586307	0.000932585267043004	98.3859769601908
294	12720.5793230531	0.000981960421061721	0.000930030517040301	98.6921952757463
295	12774.2976295881	0.000980501198415871	0.000927432731441327	98.9990461707683
296	12828.0233571254	0.000979067557744416	0.000924792927901189	99.3059309311404
297	12881.7745380863	0.000977617600723013	0.000922110122543533	99.6129164879822
298	12935.528801587	0.000976196702052046	0.000919385807386837	99.9198507517383
299	12989.3001238154	0.000974755898865712	0.000916619598448306	100.227375668789
300	13043.065200475	0.000973344012949398	0.000913812995290303	100.534886640854
301	13096.8484023759	0.000971903612765254	0.000910964973765356	100.843008344574
302	13150.6240395627	0.000970492240001939	0.000908077008846567	101.150488250245
303	13204.3850884289	0.000969110630137896	0.000905150233045218	101.459174029033
304	13258.1489738839	0.000967701803927258	0.000902183632344936	101.767234854896
305	13311.8930802225	0.000966316182341625	0.000899178973130404	102.075870715819
306	13365.6434419205	0.000964898695319589	0.000896135129864282	102.38445051066
307	13419.3671385462	0.00096351101837691	0.000893054563569717	102.692970566473
308	13473.0830691752	0.000962088593982638	0.000889936342257671	103.001423072396
309	13526.7665601522	0.000960696599062294	0.000886782503880305	103.310407864387
310	13580.4422374591	0.000959259134616709	0.000883591969124949	103.619318880085
311	13634.0833875699	0.00095785285234232	0.000880367040468979	103.928792829136
312	13687.6883238505	0.000956477620859542	0.000877107758365727	104.238205500001
313	13741.2796155439	0.000955059504004882	0.000873813902215131	104.547511342234
314	13794.8165047756	0.000953665128785828	0.000870488088334514	104.856691986334
315	13846.2268749108	0.000950648146921994	0.000867260451123878	104.689381914318
316	13895.5147692409	0.000947390411915578	0.000864128513145962	104.524217263476
317	13942.7651543749	0.000944213803022865	0.00086108485648492	104.360581984389
318	13988.0104613907	0.000941123372572014	0.000858125244873906	104.198411941952
319	14031.3060505004	0.000938105427828073	0.000855244342238983	104.038367901133
320	14072.6911366831	0.000935166174069166	0.000852438089583295	103.87910514758
321	14112.2090950857	0.000932292667494281	0.000849702456523654	103.721928965529
322	14149.8891835534	0.000929492685044695	0.000847033813184227	103.566131813799
323	14185.7910349672	0.000926751462602201	0.000844427611001229	103.412390533847
324	14219.9388547658	0.000924078896299242	0.000841881511360208	103.259329698393
325	14252.3898702982	0.000921459280819099	0.000839391442506615	103.108280200825
326	14283.1637359838	0.000918904422334329	0.000836955918686465	102.958498396403
327	14312.2990747697	0.000916412394895577	0.000834572381639777	102.809993932524
328	14339.8452854716	0.000913967269685919	0.000832238036633678	102.663410327309
329	14365.8274361114	0.000911581545326937	0.000829951487176681	102.517362915348
330	14390.2923632721	0.000909238779576104	0.00082771034817266	102.373171206562
331	14413.2603305999	0.00090695306052359	0.000825513890361061	102.230110221197
332	14434.7850389831	0.000904706802734999	0.000823359841657464	102.088201700992
333	14454.878434041	0.000902515709972339	0.000821248032585268	101.948020825915
334	14473.5798504034	0.000900361960799618	0.000819177058198391	101.808269952033
335	14490.9127793568	0.000898262202119064	0.000817146630246042	101.67017400451
336	14506.9222362992	0.00089619670601532	0.000815154935228238	101.533112767149
337	14521.6234692835	0.000894184305116466	0.000813202619016171	101.396983952488
338	14535.0460835189	0.000892204810336003	0.000811288657636323	101.262003308823
339	14547.224790481	0.000890277365472891	0.000809412767672803	101.127977658646
340	14558.1681744466	0.000888402975057982	0.000807575468577866	100.99493546986
341	14567.9286534023	0.000886558859719272	0.000805775439817127	100.862843508262
342	14576.5112599626	0.00088476681898791	0.000804013448703078	100.731571553866
343	14583.9646735443	0.000883003446272332	0.000802288286350263	100.601249845813
344	14590.291892494	0.000881292110062828	0.00080060136351379	100.471692134078
345	14595.5392585821	0.000879608314866529	0.000798951420847132	100.343016624927
346	14599.7009244234	0.000877977176348062	0.000798659398294953	100.215031837069
347	14602.8381838936	0.000876371965890617	0.000798630570508685	100.087798417407
348	14604.940058261	0.000874819425765113	0.000798644111188611	99.9612012198785
349	14606.0611167548	0.000873292207562323	0.000798697257157709	99.8353584138931
350	14606.1980598955	0.000871817447098512	0.000798791536502296	99.7100849376105
351	14605.3858142845	0.00087036756507933	0.000798925657174792	99.5854232335831
352	14603.6349201444	0.000868970720800467	0.000799099660542648	99.4612735841212
353	14600.9637599609	0.00086762795432802	0.000799313683381173	99.3376270175199
354	14597.4172416508	0.000866308391442761	0.000799565859362313	99.2145273099899
355	14593.0095498614	0.00086501111195008	0.000799856188191954	99.0918815234948
356	14587.7625766205	0.00086373437471812	0.000800185004287111	98.9696704746182
357	14581.6953188861	0.000862478027838404	0.000800551642397754	98.8478549016381
358	14574.8345772501	0.000861241930129514	0.000800955425084477	98.726425099255
359	14567.1846118879	0.000860027000431145	0.000801397175695415	98.6052568481386
360	14558.7674017684	0.000858832710185826	0.000801876623631612	98.48441181707
361	14549.6110771883	0.000857658993793884	0.000802392933528104	98.3639152325322
362	14539.7222635354	0.000856506363473623	0.000802946687889456	98.2435536588696
363	14529.1250279223	0.000855374603497372	0.000803537479506773	98.1234889691397
364	14517.8329617021	0.000854263649124466	0.000804165296441881	98.0035498478225
365	14505.860647474	0.000853174251738286	0.000804217106867919	97.8838040386382
366	14493.2274182635	0.000852105776202477	0.000803492239517545	97.7641365237997
367	14479.9495616023	0.00085105844960143	0.000802808970722403	97.644591993898
368	14466.0348144914	0.000850033163159538	0.00080216870847671	97.5250865741566
369	14451.514010187	0.000849028637711685	0.000801571332171042	97.4056711360624
370	14436.3823030341	0.000848046335002904	0.000800766772718688	97.2862212999615
371	14420.6695708069	0.000847085620739081	0.000799158878698159	97.1668186419441
372	14404.383841318	0.000846146545794331	0.000797659402512853	97.0473487961892
373	14387.5419978508	0.000845229408399129	0.000796272252176342	96.9278051585005
374	14370.1538925409	0.000844334620733639	0.000795000348882057	96.8082221825066
375	14352.234028829	0.000843461699233112	0.000793846551800572	96.6884470677405
376	14333.7926411901	0.000842611675246085	0.000792812308094954	96.5685949646046
377	14314.8494911197	0.000841783594391916	0.000791898058513867	96.4486526032135
378	14295.4131423916	0.000840978090221519	0.000791104836237214	96.3284477297396
379	14275.497593793	0.000840195226363304	0.000790432410612953	96.2080597680883
380	14255.1090298681	0.000839435695818205	0.000789880677319023	96.0875006612828
381	14234.2641190814	0.000838698854099808	0.000789448557759793	95.966648984327
382	14212.9707553398	0.000836001231211284	0.000789135146306506	95.8456070853392
383	14191.2503015418	0.000831615322405465	0.000788938792420148	95.7242918098736
384	14169.1015291388	0.000827410600468702	0.000788858436157731	95.6026305027013
385	14146.5383586083	0.000823386464968575	0.000788892133915091	95.4806535760822
386	14123.5770182542	0.000819542211817864	0.000789037803212969	95.3584412955989
387	14100.2234967092	0.000815876318810189	0.000789293603090538	95.2358185377175
388	14076.4826660043	0.00081238829622123	0.000789658034662179	95.1128431403487
389	14052.3717629211	0.000809075381885797	0.000790128353948667	94.9894551522516
390	14027.9026298706	0.000805935276310904	0.00079070195158748	94.8657572070394
391	14003.0808764498	0.000802967527217858	0.000791377472483821	94.7416017081263
392	13977.9152379146	0.000800168227007941	0.000792152013804665	94.6170559371661
393	13952.4161095356	0.000797536335415603	0.000793023866937896	94.4920284599719
